DIA	MES	ANIO	T_MED_A	T_MAX_A	T_MIN_A	HR_MED	PRECIP	TANQUEA	VIENTO	HELIOF	PENMAN
14	5	2004	10.1	13.8	7.1	82.0	0.0	2.1	74.3	8.3	0.8
15	5	2004	9.6	14.6	5.9	79.0	0.0	2.6	102.9	7.3	0.9
16	5	2004	10.5	15.3	4.3	77.0	0.0	1.9	91.2	2.7	1.1
17	5	2004	9.2	12.1	6.5	74.0	0.0	3.1	93.1	7.4	1.0
18	5	2004	8.7	13.2	4.6	76.0	0.0	2.8	52.2	8.4	0.7
19	5	2004	7.8	12.7	3.9	70.0	0.0	2.5	73.8	9.5	0.8
20	5	2004	9.2	14.1	4.7	75.0	0.0	2.2	164.4	5.9	1.2
21	5	2004	11.6	16.9	7.3	87.0	0.0	2.4	189.4	3.1	1.0
22	5	2004	13.9	17.7	11.9	88.0	0.0	1.6	245.3	1.5	1.1
23	5	2004	13.6	15.1	13.0	88.0	0.0	1.0	323.4	0.0	1.3
24	5	2004	13.4	16.7	9.5	95.0	33.2	1.3	103.1	0.0	0.6
25	5	2004	13.5	16.5	10.9	95.0	4.4	2.4	272.1	1.3	0.7
26	5	2004	11.4	14.3	6.6	77.0	9.5	2.0	232.5	5.2	1.4
27	5	2004	8.7	13.5	4.7	76.0	0.0	1.9	131.6	9.0	0.8
28	5	2004	8.3	14.5	3.6	75.0	0.0	3.7	202.2	9.3	1.0
29	5	2004	8.4	15.0	4.3	86.0	0.0	3.8	76.9	9.3	0.4
30	5	2004	8.9	13.8	5.1	86.0	0.0	1.5	85.6	0.6	0.7
31	5	2004	10.4	14.1	6.7	91.0	0.0	1.4	89.4	5.8	0.5
1	6	2004	10.1	14.5	5.1	97.0	0.0	0.7	99.9	0.0	0.5
2	6	2004	11.0	11.7	9.2	99.0	0.0	1.2	87.4	0.2	0.4
3	6	2004	12.2	16.5	9.5	92.0	0.5	2.4	136.4	2.9	0.6
4	6	2004	11.2	14.8	7.5	94.0	0.0	0.1	277.3	0.0	0.7
5	6	2004	12.9	18.2	10.0	85.0	0.0	1.8	116.9	5.2	0.8
6	6	2004	10.2	14.1	5.5	79.0	0.0	2.7	86.5	9.1	0.6
7	6	2004	7.5	15.3	2.0	68.0	0.0	3.1	261.3	9.1	1.3
8	6	2004	11.4	17.5	5.3	74.0	0.0	1.0	268.8	3.5	1.6
9	6	2004	15.2	19.5	10.1	88.0	0.0	2.8	349.4	1.4	1.3
10	6	2004	11.1	15.1	8.9	78.0	0.0	2.9	484.0	0.0	2.2
11	6	2004	8.7	11.2	7.1	74.0	0.0	2.9	318.5	5.8	1.5
12	6	2004	7.8	13.0	3.3	72.0	0.0	3.5	329.2	9.3	1.3
13	6	2004	8.5	16.3	3.3	62.0	0.0	3.7	248.3	9.3	1.5
14	6	2004	9.1	16.2	4.3	67.0	0.0	2.8	235.4	5.0	1.6
15	6	2004	10.6	17.9	4.3	67.0	0.0	3.0	221.9	7.2	1.5
16	6	2004	14.2	20.7	9.0	79.0	0.0	1.9	163.3	0.8	1.3
17	6	2004	10.7	14.6	6.2	79.0	0.0	2.7	88.1	8.8	0.5
18	6	2004	10.8	17.3	4.5	59.0	0.0	5.0	397.6	8.6	2.6
19	6	2004	18.3	21.9	13.2	74.0	0.0	3.1	345.2	0.0	2.5
20	6	2004	20.2	26.0	15.8	75.0	0.0	0.7	271.9	5.4	2.1
21	6	2004	11.7	15.6	7.7	92.0	0.0	0.1	111.8	2.9	0.5
22	6	2004	10.6	16.7	4.9	89.0	0.0	1.5	192.1	4.1	0.6
23	6	2004	10.6	11.9	6.1	97.0	0.5	0.1	78.7	0.6	0.4
24	6	2004	9.6	14.4	5.1	92.0	0.0	2.3	151.0	5.7	0.4
25	6	2004	12.5	15.1	8.8	97.0	0.0	0.4	76.0	0.0	0.5
26	6	2004	12.4	13.0	11.2	98.0	0.3	0.8	55.9	0.0	0.4
27	6	2004	13.5	16.8	11.2	88.0	0.0	2.3	295.2	6.1	0.9
28	6	2004	14.0	19.5	10.5	90.0	0.0	1.3	270.7	5.8	0.8
29	6	2004	16.1	19.9	11.5	95.0	0.0	1.3	265.4	0.0	0.8
30	6	2004	11.4	12.9	10.5	96.0	13.0	0.3	144.6	0.0	0.5
1	7	2004	11.8	13.4	10.0	96.0	1.7	0.1	290.3	0.0	1.0
2	7	2004	14.4	17.0	11.6	87.0	0.1	1.5	153.7	0.0	0.9
3	7	2004	9.0	13.7	6.0	67.0	3.8	2.3	150.3	5.5	0.6
4	7	2004	10.4	15.1	5.7	74.0	0.0	1.9	168.8	6.0	0.4
5	7	2004	9.8	14.1	5.8	82.0	0.0	1.7	199.7	9.4	0.7
6	7	2004	13.2	19.9	7.1	69.0	0.0	3.6	253.1	7.6	0.6
7	7	2004	8.7	10.7	3.7	73.0	0.0	1.2	174.6	0.0	1.3
8	7	2004	5.6	10.8	1.1	62.0	0.0	3.0	278.7	9.3	1.6
9	7	2004	7.1	12.3	3.9	82.0	0.0	1.3	257.4	0.0	2.0
10	7	2004	4.5	8.2	0.6	70.0	5.7	2.6	308.0	9.3	1.5
11	7	2004	4.9	11.7	-0.6	71.0	0.0	2.4	252.6	0.8	0.3
12	7	2004	7.0	13.0	2.2	64.0	0.0	2.0	255.1	6.0	0.5
13	7	2004	12.3	18.3	6.3	79.0	0.0	1.8	115.4	4.3	1.2
14	7	2004	10.5	15.9	6.8	79.0	0.0	1.9	373.6	5.4	1.2
15	7	2004	6.6	9.0	4.5	78.0	0.0	1.5	81.8	7.3	1.5
16	7	2004	5.8	9.8	1.8	83.0	0.0	1.5	80.5	9.0	1.1
17	7	2004	4.3	7.8	0.7	76.0	0.0	2.3	117.9	9.0	1.4
18	7	2004	5.2	10.7	-0.7	80.0	0.0	1.4	184.7	9.3	1.3
19	7	2004	9.8	16.5	3.2	81.0	0.0	2.7	361.7	7.6	1.5
20	7	2004	13.2	19.3	9.5	77.0	0.0	3.4	462.9	7.9	2.1
21	7	2004	14.2	19.8	10.1	71.0	0.0	4.6	436.1	7.8	1.1
22	7	2004	14.5	18.0	12.5	76.0	0.0	2.5	525.2	0.1	0.9
23	7	2004	16.4	20.5	13.0	68.0	0.0	9.7	382.5	3.5	0.7
24	7	2004	15.7	19.9	12.6	79.0	22.0	2.4	258.5	8.4	0.8
25	7	2004	16.8	21.7	14.2	71.0	2.0	5.4	356.5	4.5	0.9
26	7	2004	17.6	22.7	13.1	64.0	0.0	2.7	266.0	8.9	1.2
27	7	2004	16.5	22.1	11.1	70.0	0.0	5.6	346.8	7.3	0.7
28	7	2004	13.5	16.8	10.8	91.0	4.0	0.7	383.6	0.0	1.1
29	7	2004	10.4	13.9	6.5	75.0	3.0	1.4	160.8	9.6	1.2
30	7	2004	8.5	12.5	5.3	85.0	0.0	2.8	70.3	9.0	0.9
31	7	2004	10.2	14.0	5.7	89.0	0.0	1.7	121.9	8.3	1.5
1	8	2004	12.1	16.7	7.5	94.0	0.0	0.9	193.3	0.2	2.2
2	8	2004	15.1	19.7	10.1	81.0	0.0	4.7	454.8	7.7	1.1
3	8	2004	18.9	23.9	15.6	72.0	0.0	2.7	253.0	6.3	0.6
4	8	2004	16.5	20.9	11.8	91.0	0.0	4.4	240.6	0.0	0.6
5	8	2004	10.0	12.1	8.5	97.0	12.4	1.2	267.2	0.0	1.0
6	8	2004	7.4	10.0	4.5	87.0	0.2	1.7	170.6	5.2	2.0
7	8	2004	6.7	8.9	3.7	77.0	0.0	2.2	162.4	8.7	1.7
8	8	2004	6.6	12.2	3.8	76.0	0.0	1.1	99.2	9.1	1.8
9	8	2004	8.2	15.2	2.5	70.0	0.0	3.0	134.6	10.0	0.9
10	8	2004	11.1	17.9	6.1	69.0	0.0	4.0	141.4	9.8	0.9
11	8	2004	12.6	19.5	8.5	65.0	0.0	2.8	271.8	5.7	1.7
12	8	2004	14.7	21.7	9.8	81.0	0.0	3.0	160.7	9.3	1.4
13	8	2004	18.5	25.5	12.7	73.0	0.0	5.8	470.7	9.6	1.2
14	8	2004	20.8	25.5	16.2	56.0	0.0	6.5	457.0	6.4	1.0
15	8	2004	18.5	23.9	14.9	70.0	0.0	5.8	291.2	4.8	1.1
16	8	2004	16.3	18.1	14.2	93.0	11.1	0.5	155.4	0.0	1.7
17	8	2004	13.2	14.1	11.5	98.0	17.2	0.8	512.4	0.0	3.4
18	8	2004	10.7	12.5	9.8	96.0	4.5	0.8	260.6	0.0	5.3
19	8	2004	11.0	12.1	9.2	97.0	1.4	0.3	205.1	0.0	6.4
20	8	2004	11.7	14.4	10.3	96.0	10.3	1.3	383.5	0.0	2.6
21	8	2004	7.6	10.3	5.5	89.0	4.8	0.4	330.4	0.0	2.2
22	8	2004	8.0	10.5	5.6	81.0	0.0	1.1	84.0	1.0	1.6
23	8	2004	10.3	15.4	5.8	69.0	0.0	3.8	346.5	9.0	1.2
24	8	2004	12.9	19.4	7.5	69.0	0.0	1.7	328.1	10.2	2.6
25	8	2004	11.7	17.3	6.6	73.0	0.0	4.6	147.5	10.3	1.8
26	8	2004	10.5	17.3	3.7	62.0	0.0	3.9	184.3	9.8	1.7
27	8	2004	13.5	18.9	8.1	62.0	0.0	2.3	130.8	5.0	1.1
28	8	2004	14.5	19.5	9.1	73.0	0.0	3.4	232.6	5.0	1.3
29	8	2004	17.0	23.7	12.2	62.0	0.0	6.0	246.2	7.3	1.3
30	8	2004	13.2	17.7	8.7	73.0	0.0	3.3	221.1	6.7	1.4
31	8	2004	14.4	20.3	9.0	71.0	0.0	3.8	283.7	3.4	1.6
1	9	2004	14.1	16.3	12.5	85.0	0.0	0.2	232.4	0.3	1.9
2	9	2004	12.7	15.5	9.0	94.0	6.0	3.1	223.4	3.9	3.0
3	9	2004	14.6	21.8	7.8	73.0	0.0	5.3	521.5	13.7	3.9
4	9	2004	21.1	27.8	13.0	72.0	0.0	6.7	415.4	8.1	1.5
5	9	2004	16.2	18.5	13.8	85.0	5.5	3.7	281.0	7.4	5.5
6	9	2004	17.5	24.7	13.0	86.0	0.2	3.6	267.3	2.8	3.3
7	9	2004	13.4	14.7	11.4	79.0	12.0	2.6	284.9	0.3	1.1
8	9	2004	10.9	12.6	9.0	72.0	0.3	2.7	167.6	0.2	1.6
9	9	2004	10.2	14.2	5.5	72.0	0.0	0.3	137.0	7.9	1.9
10	9	2004	10.2	15.6	5.4	58.0	0.0	7.3	550.1	4.3	2.9
11	9	2004	8.2	12.2	4.5	74.0	0.0	3.1	144.4	2.8	3.8
12	9	2004	7.9	13.5	2.6	75.0	0.0	3.1	113.0	4.3	2.8
13	9	2004	12.5	18.5	4.5	69.0	0.0	3.8	194.8	6.7	2.1
14	9	2004	14.5	18.9	11.3	82.0	0.0	3.0	152.1	3.5	1.8
15	9	2004	10.7	14.7	6.9	71.0	0.0	3.6	167.6	10.3	1.6
16	9	2004	11.5	18.6	5.5	63.0	0.0	5.9	218.7	10.9	1.9
17	9	2004	14.3	22.0	7.1	62.0	0.0	4.1	343.9	8.7	2.8
18	9	2004	18.8	26.7	11.5	57.0	0.0	5.5	267.0	6.0	4.3
19	9	2004	14.0	18.6	9.0	81.0	0.0	3.3	205.9	0.0	2.5
20	9	2004	11.6	14.9	8.1	69.0	0.0	4.4	129.2	10.0	3.2
21	9	2004	11.6	14.1	8.9	91.0	0.0	0.2	155.0	0.0	3.2
22	9	2004	14.1	21.4	8.0	65.0	2.0	5.0	172.2	10.5	3.4
23	9	2004	15.3	23.7	7.3	51.0	0.0	6.4	227.0	11.3	1.5
24	9	2004	16.1	23.8	10.0	58.0	0.0	6.1	270.1	10.9	2.7
25	9	2004	16.2	25.5	7.0	68.0	0.0	1.9	228.1	10.8	2.6
26	9	2004	18.4	27.5	13.5	70.0	0.0	8.8	268.3	10.8	2.9
27	9	2004	17.0	23.3	12.3	82.0	0.0	3.2	242.0	4.1	2.5
28	9	2004	16.0	19.7	13.0	69.0	0.0	6.4	217.4	10.0	3.4
29	9	2004	11.2	15.1	7.4	60.0	0.0	3.5	196.0	11.0	3.4
30	9	2004	9.7	16.7	5.2	67.0	0.0	4.2	281.7	4.6	4.0
1	10	2004	16.2	24.4	7.8	57.0	0.0	5.5	205.3	10.8	2.8
2	10	2004	12.9	16.8	9.3	77.0	0.0	4.2	131.3	11.0	3.3
3	10	2004	11.8	16.1	7.2	80.0	0.0	5.1	167.4	10.1	2.6
4	10	2004	12.4	17.5	6.5	86.0	0.0	4.7	203.6	8.4	1.6
5	10	2004	13.3	19.7	9.4	78.0	0.0	5.0	231.8	10.4	3.3
6	10	2004	14.2	22.1	7.2	65.0	0.0	8.0	388.5	11.3	4.1
7	10	2004	16.1	24.3	9.0	62.0	0.0	8.3	336.2	11.1	5.1
8	10	2004	15.3	24.4	9.7	82.0	0.0	2.7	213.7	2.4	1.7
9	10	2004	16.0	19.6	14.1	90.0	12.8	2.7	139.2	4.3	5.3
10	10	2004	14.4	18.5	11.1	82.0	0.2	4.6	157.0	8.0	3.1
11	10	2004	13.7	17.1	10.0	87.0	0.0	3.3	300.2	3.2	3.1
12	10	2004	14.3	16.7	12.9	89.0	0.0	2.9	320.4	0.0	3.6
13	10	2004	12.7	15.7	9.8	81.0	12.0	3.4	451.3	1.6	4.0
14	10	2004	14.6	21.6	8.8	63.0	0.0	7.0	179.7	11.5	5.4
15	10	2004	19.3	26.7	10.5	65.0	0.0	3.6	295.1	7.7	7.5
16	10	2004	17.5	22.5	13.6	78.0	36.2	4.4	263.8	5.2	5.7
17	10	2004	17.1	23.3	10.5	59.0	0.0	9.5	242.1	11.7	4.5
18	10	2004	15.8	20.5	11.1	66.0	13.2	6.6	241.3	8.8	3.5
19	10	2004	14.3	19.1	9.2	55.0	0.0	6.9	174.2	12.7	3.2
20	10	2004	15.8	22.5	8.2	53.0	0.0	7.5	240.4	11.9	3.6
21	10	2004	17.8	24.6	10.3	53.0	0.0	8.9	333.4	11.9	4.6
22	10	2004	19.2	26.1	14.0	74.0	0.0	1.9	244.6	9.2	4.6
23	10	2004	16.2	20.5	13.0	70.0	46.8	6.5	231.1	6.0	6.3
24	10	2004	13.9	18.5	7.8	59.0	0.0	5.4	236.8	7.2	3.5
25	10	2004	15.8	21.1	9.8	58.0	0.0	7.5	338.4	8.2	2.4
26	10	2004	13.8	16.6	9.2	72.0	0.0	1.4	236.2	0.9	4.4
27	10	2004	13.7	20.1	4.9	61.0	0.7	9.5	373.1	10.0	4.3
28	10	2004	18.9	26.3	11.8	51.0	0.0	7.2	257.3	11.5	4.9
29	10	2004	17.3	18.9	15.3	72.0	0.5	7.5	160.5	0.1	5.3
30	10	2004	16.3	19.2	13.5	87.0	1.5	1.8	147.3	0.1	5.4
31	10	2004	18.9	26.3	13.8	66.0	0.0	5.8	252.5	10.9	3.2
1	11	2004	21.7	28.8	16.3	65.0	0.0	6.7	256.8	12.0	5.1
2	11	2004	22.8	30.5	14.4	64.0	0.0	5.9	194.5	10.3	3.6
3	11	2004	18.6	20.5	17.2	90.0	9.0	4.1	286.8	0.0	4.8
4	11	2004	17.9	22.8	13.7	84.0	0.0	0.6	372.4	1.6	4.2
5	11	2004	11.8	15.3	8.5	79.0	5.6	3.4	240.4	6.8	4.7
6	11	2004	11.8	16.0	7.8	67.0	0.2	5.7	149.0	12.5	5.4
7	11	2004	14.9	22.9	5.8	65.0	0.0	6.8	267.3	12.5	5.3
8	11	2004	19.0	25.5	13.2	71.0	0.0	6.5	230.4	6.0	2.5
9	11	2004	18.5	22.1	15.9	90.0	2.8	1.5	255.6	0.3	5.0
10	11	2004	16.0	19.1	14.0	91.0	5.6	1.3	474.3	0.7	5.9
11	11	2004	14.9	16.8	13.4	95.0	20.6	1.9	316.1	0.4	4.1
12	11	2004	14.2	17.6	10.5	77.0	1.4	5.2	179.5	11.7	1.8
13	11	2004	15.1	20.5	8.8	66.0	0.0	3.9	279.4	12.5	4.5
14	11	2004	15.5	19.3	13.1	86.0	0.0	5.7	221.7	0.4	5.2
15	11	2004	16.5	20.1	12.2	82.0	1.4	2.1	93.0	0.0	3.5
16	11	2004	17.5	22.5	13.8	70.0	7.7	7.9	263.0	10.0	2.9
17	11	2004	16.0	20.0	10.1	70.0	0.0	7.8	438.3	9.2	2.6
18	11	2004	14.7	19.0	9.7	75.0	0.0	6.8	185.4	8.5	1.8
19	11	2004	15.5	19.8	11.1	79.0	0.0	7.2	178.4	10.6	6.3
20	11	2004	15.5	22.5	9.2	74.0	0.0	6.7	177.7	11.8	5.1
21	11	2004	18.6	26.0	11.5	64.0	0.0	8.6	218.5	12.4	6.4
22	11	2004	21.3	28.4	14.1	62.0	0.0	8.4	176.7	10.8	6.4
23	11	2004	20.6	26.8	15.4	78.0	0.0	8.1	243.0	7.6	2.3
24	11	2004	20.3	24.3	18.6	92.0	7.3	0.3	127.0	2.5	5.6
25	11	2004	20.3	24.9	17.3	87.0	4.6	5.8	148.3	9.4	5.8
26	11	2004	20.9	25.5	15.7	82.0	0.0	8.1	170.9	9.5	5.1
27	11	2004	19.4	23.8	17.3	87.0	1.0	3.2	105.4	2.4	6.1
28	11	2004	19.6	24.3	16.1	87.0	17.9	5.3	113.0	8.1	4.4
29	11	2004	21.8	27.3	15.4	77.0	0.0	7.0	132.2	12.8	6.3
30	11	2004	23.7	29.3	17.7	66.0	0.0	8.6	225.9	12.8	3.7
1	12	2004	22.4	28.7	16.3	63.0	0.0	9.3	331.6	8.4	5.3
2	12	2004	25.2	31.3	18.5	73.0	0.0	8.6	311.2	10.3	4.7
3	12	2004	24.3	31.2	20.0	72.0	0.0	4.9	326.4	2.3	5.9
4	12	2004	21.8	27.5	16.3	53.0	1.5	9.9	158.9	13.0	2.3
5	12	2004	21.6	28.9	13.5	50.0	0.0	7.2	130.3	7.5	6.4
6	12	2004	21.6	27.1	15.3	68.0	0.0	8.2	203.7	12.0	6.2
7	12	2004	21.8	27.7	17.7	79.0	0.0	7.3	176.7	10.3	4.0
8	12	2004	21.1	26.3	17.0	84.0	0.0	6.7	230.4	6.5	2.6
9	12	2004	19.5	23.9	16.4	80.0	3.7	6.7	230.6	6.2	6.1
10	12	2004	19.8	26.3	12.6	71.0	0.0	10.2	248.1	7.2	4.6
11	12	2004	20.5	26.8	13.7	63.0	0.0	9.8	296.6	11.0	6.4
12	12	2004	21.7	27.4	15.8	64.0	0.0	7.7	143.9	13.1	5.4
13	12	2004	22.9	27.9	17.3	71.0	0.0	10.9	204.9	10.8	7.7
14	12	2004	26.0	32.3	19.7	58.0	0.0	10.0	340.0	7.6	4.8
15	12	2004	23.0	31.9	19.5	68.0	0.0	2.0	253.4	4.3	3.1
16	12	2004	21.2	25.4	16.8	54.0	16.8	10.3	193.0	13.3	5.4
17	12	2004	21.6	28.5	12.8	52.0	0.0	10.4	252.3	12.6	6.1
18	12	2004	21.6	28.9	16.1	62.0	0.0	4.4	154.3	7.2	7.4
19	12	2004	22.2	28.6	18.2	74.0	3.5	10.6	227.5	9.0	7.0
20	12	2004	19.6	25.0	13.5	43.0	0.0	7.0	279.7	13.1	#VALUE!
21	12	2004	20.1	27.9	11.7	51.0	0.0	12.6	279.7	12.8	6.5
22	12	2004	21.3	27.5	15.1	58.0	0.0	10.7	251.1	12.9	7.2
23	12	2004	22.7	28.6	15.6	51.0	0.0	5.0	346.5	9.7	5.9
24	12	2004	20.3	29.0	15.1	76.0	0.0	5.5	328.7	6.1	4.7
25	12	2004	16.4	19.0	13.1	84.0	2.0	2.3	479.9	1.4	7.9
26	12	2004	19.6	25.7	14.2	76.0	3.8	7.5	204.2	10.4	6.7
27	12	2004	20.6	25.3	16.5	78.0	0.0	10.2	160.8	10.6	2.3
28	12	2004	22.4	27.6	15.7	74.0	0.0	8.9	258.9	9.8	5.1
29	12	2004	22.0	23.4	18.8	76.0	0.0	2.7	119.6	2.9	6.0
30	12	2004	24.4	30.5	16.7	66.0	0.1	10.4	139.9	8.8	7.3
31	12	2004	26.3	33.5	19.0	58.0	0.0	13.2	183.5	12.9	5.4
1	1	2005	27.9	35.0	20.0	49.0	0.0	12.7	224.2	10.5	5.4
2	1	2005	26.6	32.8	21.2	59.0	0.0	10.3	216.7	9.3	6.0
3	1	2005	26.7	32.8	21.8	68.0	0.0	10.1	151.4	9.0	9.0
4	1	2005	26.2	31.6	20.1	71.0	0.0	10.7	150.6	12.7	4.6
5	1	2005	27.3	34.4	20.2	65.0	0.0	14.2	164.8	12.4	6.3
6	1	2005	28.7	35.4	23.3	64.0	0.0	12.5	202.1	9.8	4.2
7	1	2005	27.6	37.8	21.8	70.0	0.0	4.4	323.2	7.2	3.6
8	1	2005	25.8	30.4	22.8	81.0	36.5	3.6	93.1	4.0	5.8
9	1	2005	25.5	31.0	21.6	78.0	0.0	8.3	181.0	2.4	5.9
10	1	2005	22.1	26.2	16.4	65.0	0.0	10.9	257.1	12.8	2.4
11	1	2005	25.3	31.8	17.9	64.0	0.0	12.0	189.4	12.9	5.8
12	1	2005	28.1	35.2	19.7	59.0	0.0	16.3	301.3	11.5	5.9
13	1	2005	22.5	27.0	18.0	55.0	0.0	9.6	288.3	4.2	5.9
14	1	2005	24.1	35.2	18.0	70.0	0.0	9.6	288.3	7.6	7.1
15	1	2005	21.6	25.6	16.5	73.0	16.4	10.3	214.7	11.5	5.6
16	1	2005	23.5	30.7	14.9	58.0	0.0	12.2	251.6	13.0	5.8
17	1	2005	25.9	32.0	17.1	57.0	0.0	16.0	288.1	12.8	6.1
18	1	2005	21.3	24.4	15.6	60.0	0.0	11.2	252.9	12.4	7.0
19	1	2005	20.8	30.8	13.4	57.0	0.0	9.6	293.5	9.4	6.8
20	1	2005	17.5	22.7	13.5	52.0	1.7	10.8	209.2	12.9	4.6
21	1	2005	20.5	29.6	10.9	52.0	0.0	12.2	180.6	12.7	5.0
22	1	2005	23.0	29.5	17.1	50.0	0.0	8.3	149.5	6.2	5.0
23	1	2005	23.7	30.6	15.8	52.0	0.0	13.7	182.0	13.0	4.7
24	1	2005	24.0	29.4	19.1	45.0	0.0	14.7	347.5	9.3	5.5
25	1	2005	19.1	24.3	14.7	34.0	0.0	10.9	142.5	12.8	6.4
26	1	2005	19.7	26.4	12.6	54.0	0.0	11.4	219.4	12.7	7.0
27	1	2005	21.8	30.6	13.6	52.0	0.0	11.6	255.6	12.2	6.9
28	1	2005	25.2	33.3	19.2	52.0	0.0	13.2	256.7	10.7	5.6
29	1	2005	26.1	34.7	21.8	59.0	0.0	7.5	302.4	7.2	5.5
30	1	2005	20.8	24.0	18.8	94.0	77.0	0.9	346.3	0.0	7.1
31	1	2005	15.6	18.3	13.5	90.0	70.5	3.5	403.3	0.0	2.5
1	2	2005	15.0	19.4	11.7	63.0	10.2	10.6	149.6	12.6	3.8
2	2	2005	16.3	20.9	10.2	59.0	0.0	8.7	174.9	12.8	5.1
3	2	2005	18.9	25.2	11.9	66.0	0.0	9.1	182.0	12.7	3.9
4	2	2005	20.8	27.8	14.8	67.0	0.0	9.9	233.9	12.7	6.2
5	2	2005	23.5	30.5	17.0	71.0	0.0	10.6	238.8	12.2	4.6
6	2	2005	26.0	31.2	20.5	70.0	0.0	7.3	222.9	4.8	5.3
7	2	2005	23.8	25.5	22.2	79.0	0.0	3.7	277.2	0.0	5.2
8	2	2005	23.5	26.6	21.0	88.0	11.4	4.4	294.9	1.3	7.1
9	2	2005	24.4	31.2	19.3	78.0	0.1	6.9	159.6	8.2	6.4
10	2	2005	20.8	22.8	18.9	85.0	5.0	1.3	312.8	1.2	6.1
11	2	2005	20.8	25.1	18.4	86.0	3.3	3.8	242.7	6.6	6.5
12	2	2005	21.3	24.2	19.2	84.0	0.0	3.9	242.9	10.6	6.4
13	2	2005	22.5	27.3	18.4	83.0	0.0	6.6	200.4	9.7	2.6
14	2	2005	22.6	26.7	18.6	79.0	1.1	7.7	192.9	12.3	5.1
15	2	2005	20.9	26.9	15.8	73.0	0.0	8.6	165.1	11.8	4.9
16	2	2005	21.3	27.4	15.7	73.0	0.0	7.5	170.3	11.1	3.5
17	2	2005	21.7	27.5	16.7	80.0	0.0	8.0	149.1	12.3	6.1
18	2	2005	22.0	27.4	16.0	78.0	0.0	7.5	178.2	12.3	4.5
19	2	2005	23.1	30.0	17.1	74.0	0.0	6.8	173.5	12.4	5.1
20	2	2005	24.4	31.1	19.4	79.0	0.0	6.6	158.0	5.5	4.7
21	2	2005	25.7	30.9	19.9	71.0	0.0	8.3	153.7	9.9	4.1
22	2	2005	24.3	29.7	19.3	79.0	0.0	7.8	124.9	10.1	3.8
23	2	2005	25.5	32.7	21.2	74.0	0.0	7.5	103.0	6.1	4.0
24	2	2005	25.0	31.8	22.3	79.0	0.0	3.2	119.8	1.9	4.6
25	2	2005	23.7	27.8	21.3	83.0	0.0	4.6	79.6	6.6	5.3
26	2	2005	21.7	26.2	15.5	78.0	0.2	7.0	132.9	10.5	5.1
27	2	2005	21.4	28.1	14.2	60.0	0.0	6.7	125.4	11.4	4.1
28	2	2005	19.3	21.6	16.6	64.0	0.0	7.5	346.3	4.6	4.5
1	3	2005	16.6	21.5	13.0	64.0	0.0	7.2	144.6	2.8	4.5
2	3	2005	16.7	23.6	11.0	68.0	0.0	7.4	187.7	11.4	6.3
3	3	2005	19.4	26.8	12.6	64.0	0.0	8.4	226.9	11.6	4.5
4	3	2005	22.7	29.3	16.3	64.0	0.0	7.0	184.2	11.4	5.3
5	3	2005	22.5	29.9	17.4	74.0	0.0	7.8	124.3	9.0	5.7
6	3	2005	25.5	34.5	19.2	59.0	0.0	9.8	151.6	11.1	5.9
7	3	2005	21.4	25.0	18.6	79.0	0.0	1.7	214.4	0.0	4.2
8	3	2005	17.9	20.3	14.3	90.0	58.6	1.3	108.5	2.6	1.7
9	3	2005	17.4	22.3	11.1	57.0	1.2	6.9	158.8	10.7	3.7
10	3	2005	20.9	28.7	14.5	65.0	0.0	8.0	315.8	11.1	4.1
11	3	2005	24.3	29.6	18.9	71.0	0.0	8.0	189.8	9.7	4.3
12	3	2005	19.2	21.5	17.8	74.0	0.0	2.0	101.8	0.0	3.7
13	3	2005	18.4	21.5	16.5	85.0	0.0	3.8	94.6	0.3	3.4
14	3	2005	19.4	24.0	14.3	82.0	0.0	6.3	138.2	11.1	3.9
15	3	2005	20.5	26.8	15.1	83.0	0.0	5.9	115.5	10.8	3.1
16	3	2005	21.5	26.3	18.0	86.0	0.0	4.5	117.9	6.1	3.2
17	3	2005	22.4	29.0	17.1	83.0	0.0	6.0	173.6	10.4	4.6
18	3	2005	19.0	23.3	14.3	73.0	5.8	7.0	213.9	11.0	4.1
19	3	2005	18.0	23.8	13.5	66.0	0.0	6.8	147.3	11.0	2.2
20	3	2005	16.5	18.3	14.3	85.0	14.0	1.0	294.7	0.0	3.3
21	3	2005	18.4	20.9	16.4	67.0	3.8	5.5	170.9	2.7	3.5
22	3	2005	16.4	20.1	12.5	69.0	0.0	4.6	111.5	9.1	3.8
23	3	2005	17.9	21.9	12.5	76.0	0.0	5.5	141.9	9.9	4.0
24	3	2005	18.8	24.6	13.8	68.0	0.0	6.0	197.5	7.1	4.2
25	3	2005	19.0	25.4	13.4	71.0	0.0	4.0	177.1	6.9	4.9
26	3	2005	21.4	28.2	15.0	71.0	0.0	7.9	143.0	9.2	4.8
27	3	2005	21.9	27.3	17.8	82.0	0.0	3.4	143.1	5.0	4.5
28	3	2005	20.8	27.1	17.2	92.0	0.0	5.3	167.8	2.4	1.9
29	3	2005	19.7	22.9	15.7	80.0	10.2	5.1	208.6	4.5	2.7
30	3	2005	16.0	20.1	12.9	64.0	0.0	4.4	167.5	5.4	3.0
31	3	2005	15.7	20.1	12.0	81.0	0.0	1.4	112.7	0.2	1.7
1	4	2005	18.5	21.7	14.9	86.0	0.0	4.5	187.4	6.3	2.4
